
#
# Source generated by IW5Xport
# Louve@XLabs 2023
#
material,faction_128_ic
material,faction_128_ic_fade
sound,IC_1mc_achieve_osprey
sound,IC_1mc_achieve_emergairdrop
sound,IC_1mc_achieve_vest_dep
sound,IC_2_grenade_incoming
sound,IC_3_inform_reloading_generic
sound,IC_1mc_use_emergairdrop
sound,IC_1mc_achieve_ammo
sound,IC_1mc_capture_a
sound,IC_1mc_capture_b
sound,IC_1mc_capture_c
sound,IC_0_rpg_incoming
sound,IC_1mc_tctl_gtw
sound,IC_1mc_thirdp_searchdestroy
sound,IC_1mc_achieve_marksman
sound,IC_1mc_overtime
sound,IC_4_inform_plant_claymore
sound,IC_1mc_enemyflag_return
sound,IC_1mc_enemy_ah6guard
sound,IC_1mc_winning
sound,IC_1mc_achieve_sleightofhand
sound,IC_3_semtex_use
sound,IC_4_inform_attack_thwc4
sound,IC_1mc_dh_headquarters
sound,IC_ac130_fco_nice
sound,IC_1mc_last_one
sound,IC_1mc_achieve_scavenger
sound,IC_1mc_use_jamuav
sound,IC_1mc_dh_searchdestroy
sound,IC_1mc_turret_destroyed
sound,IC_ac130_fco_movingagain
sound,IC_1mc_thirdp_headquarters
sound,IC_1mc_dfcn_freeforall
sound,IC_1mc_enemy_team_ammo
sound,IC_ac130_tvo_directsecondary1
sound,IC_ac130_tvo_directsecondary2
sound,IC_1mc_kill_confirmed_tag
sound,IC_1mc_forward
sound,IC_1mc_acheive_bomb
sound,IC_1mc_dh_freeforall
sound,IC_3_reaction_casualty_generic
sound,IC_ac130_fco_rightontarget
sound,IC_1mc_achieve_stealth
sound,IC_4_inform_attack_frag
sound,IC_1mc_ourflag_capt
sound,IC_ac130_fco_takehimout
sound,IC_1mc_use_airstrike
sound,IC_1mc_use_littlebird
sound,IC_1mc_bomb_lost
sound,IC_1mc_capture_obj
sound,IC_1mc_thirdp_armsrace
sound,IC_ac130_fco_doveonground
sound,IC_1mc_KS_lbd_inbound
sound,IC_1mc_hc_gtw
sound,IC_1mc_hc_captureflag
sound,IC_1mc_enemy_take_a
sound,IC_1mc_enemy_take_b
sound,IC_1mc_enemy_take_c
sound,IC_1mc_achieve_littlebirds
sound,IC_1mc_KS_hqr_a10
sound,IC_1mc_KS_hqr_airstrike
sound,IC_1mc_obj_destroy
sound,IC_1mc_draw
sound,IC_1mc_achieve_ah6guard
sound,IC_1mc_thirdp_demolition
sound,IC_1mc_enemy_predator
sound,IC_2_semtex_use
sound,IC_1mc_achieve_recon
sound,IC_1mc_use_airdrop
sound,IC_1mc_tctl_armsrace
sound,IC_1mc_use_sentrygun
sound,IC_1mc_lost_a
sound,IC_1mc_lost_b
sound,IC_1mc_lost_c
sound,IC_3_inform_attack_flashbang
sound,IC_1mc_take_positions
sound,IC_1mc_goodtogo
sound,IC_1mc_enemy_strafe
sound,IC_4_inform_attack_stun
sound,IC_1mc_use_ah6guard
sound,IC_1mc_hc_freeforall
sound,IC_1mc_ourflag_return
sound,IC_1mc_ctf_pro
sound,IC_1mc_ourflag_drop
sound,IC_1mc_holddown
sound,IC_1mc_achieve_carepackage
sound,IC_2_inform_attack_frag
sound,IC_1mc_enemy_airstrike
sound,IC_1mc_flag_captured
sound,IC_1_threat_infantry_generic
sound,IC_1mc_hq_captured
sound,IC_1mc_mission_fail
sound,IC_1mc_achieve_phantom_ray
sound,IC_1mc_dh_captureflag
sound,IC_3_cmd_suppressfire
sound,IC_1mc_achieve_sitrep
sound,IC_3_inform_killfirm_generic
sound,IC_1mc_tctl_oneflag
sound,IC_ac130_gnr_gunready1
sound,IC_1mc_win
sound,IC_1mc_use_tnuke
sound,IC_1mc_hq_offline
sound,IC_0_inform_killfirm_infantry
sound,IC_4_reaction_casualty_generic
sound,ic_winning_music
sound,IC_1_semtex_use
sound,IC_1mc_pushforward
sound,IC_1mc_dfcn_headquarters
sound,IC_1mc_takeback
sound,IC_1mc_use_airtrap
sound,IC_1mc_hc_grinder
sound,IC_1mc_enemy_sentrygun
sound,IC_1mc_use_aa_strike
sound,IC_1mc_achieve_nuke
sound,IC_1mc_enemy_apache
sound,IC_1mc_demolition
sound,IC_1mc_achieve_juggernaut
sound,IC_1mc_capturing_a
sound,IC_1mc_capturing_b
sound,IC_1mc_capturing_c
sound,IC_ac130_fco_directhit
sound,IC_1_stun_incoming
sound,IC_1mc_losing_fight
sound,IC_1mc_headquarters
sound,IC_ac130_fco_hotdamn
sound,IC_1mc_achieve_steadyaim
sound,ic_defeat_music
sound,IC_ac130_fco_yougothim2
sound,IC_1mc_use_sam
sound,IC_2_inform_attack_stun
sound,IC_1mc_enemy_moab
sound,IC_1_inform_reloading_generic
sound,IC_1mc_achieve_predator
sound,IC_1mc_sam_gone
sound,IC_1mc_use_assault_drone
sound,IC_1mc_achieve_a10
sound,IC_3_grenade_incoming
sound,IC_1mc_enemy_escort_airdrop
sound,IC_1mc_defcon_1
sound,IC_1mc_defcon_2
sound,IC_1mc_defcon_3
sound,IC_1mc_defcon_4
sound,IC_1mc_defcon_5
sound,IC_1mc_enemy_littlebirds
sound,IC_1mc_enemy_assault_drone
sound,IC_1mc_secure_weapons
sound,IC_1mc_arena
sound,IC_1mc_glowstick_gone
sound,IC_1mc_use_osprey_gunner
sound,IC_1mc_halftime
sound,IC_1mc_getback_ourflag
sound,IC_1mc_enemy_osprey_gunner
sound,IC_1mc_dfcn_arena
sound,IC_1mc_dfcn_searchdestroy
sound,IC_4_semtex_incoming
sound,IC_1mc_use_predator
sound,IC_1mc_obj_defend
